useruuid,admin2,distance_travelled,number_of_pois,radius_of_gyration,time_at_home,latitude,longitude,time_coverage,urban,poverty
114e27945cde5ccc6d081c9b81e767307eebf178977c1d27ae727de92557b8bc,CIV.1.1_1,13.96,2,7.437,4226,5.3476,-4.09241,5741,1,8.0
117a44500e093e7bed1f8fe61d4b0e7f8357fc399978e5266d775a10b163fb47,CIV.1.1_1,0.015,1,-1.0,6604,5.29244,-4.00693,6604,1,8.0
124a95c136430ee20221e6e3ceb7a73ce86544df39d83e443ed87173e4c7e9a9,-1,0.0,0,-1.0,-1,,,0,-1,-1.0
128f9067919a39bfcb0db65d41be803c093da0f3293d2795c8857a5309cb536e,-1,0.0,0,-1.0,-1,,,0,-1,-1.0
12986961efbe1d33b4e713cbe21c1a4f694e33f21af90e47c5510b6c4db8db43,CIV.1.1_1,49.085,1,0.0,53454,5.40253,-3.98254,54535,1,8.0
129d7354f7b9361a9501cd0a66079a68be9c784e76cb6e2bb42c696d1602a1ae,-1,3.908,0,-1.0,-1,,,1339,-1,-1.0
12c936748345642cf50f4cf085d6f91c2dc4deb4406609d1f6da974fa5084482,CIV.1.1_1,22.96,1,0.0,16359,5.3374,-3.99688,27260,1,8.0
12d5f08ad78268dafbb12c399b6c438af10133066ddefc60483bc4dfcac0e770,CIV.1.1_1,1.299,2,0.296,79687,5.30914,-3.98254,82081,1,8.0
12e6fbe1beccd8fe30157bccb86c40fa711f81cd2ab57ca0e0c1d1626ffc92a6,CIV.3.2_1,8.397,1,0.0,18831,5.26572,-3.59095,25195,1,7.0
12fbc4291c2e3be81e93fa50e2fc1eb7c2394a1afa8ad52d5759e3a400512159,CIV.1.1_1,251.818,4,110.182,11150,5.38055,-3.97156,47340,1,8.0
13841cca282b548b0248b1a7a5b70fa027483be90bbdb9924e464d39fe5f278f,-1,5.365,0,-1.0,-1,,,55224,-1,-1.0
138ba73530be1a67123ced93caf5a4412ebb46fa4ac13196df82abb01635b2f5,CIV.3.1_1,3.848,1,0.0,74488,7.14386,-3.20251,96035,1,7.0
13b83ac4be815dc8091c726ad49356a94a2011fa596434ce64c45d1d0a61fd8f,CIV.1.1_1,0.023,1,-1.0,86630,5.4082,-3.99395,86630,1,8.0
13c2444402310f197c5521f54d4caa97f06c6e7085ce6e8d1b4b5b38d6e5767d,CIV.1.1_1,0.453,1,0.0,15523,5.25733,-3.97795,15523,1,8.0
1421949b07cb7feec82d9da98bb2dd4dec92a08d122bf7086bb544724f0b9a57,CIV.1.1_1,0.043,1,-1.0,113843,5.37878,-4.01244,113843,1,8.0
1423e73953ea573b23314232b043ee19a90dd9f08fcef3651ce01363f661d3a8,-1,0.0,0,-1.0,-1,,,0,-1,-1.0
14b2d1d47e04912ab74cf0c5b102976cfc78b7a423efd64677d1b84fa766eb25,CIV.1.1_1,14.429,1,0.0,67096,5.29833,-3.97116,70553,1,8.0
14c582efdd4fdc120e73ace386a36228d81ba316165d227330c039f1ae63742b,CIV.1.1_1,1.824,2,0.056,33705,5.33657,-4.10923,109537,1,8.0
14d82b235eea21fd2f07bbe8df68c0afea9e246cc0820d6addf7f44e126b95f0,-1,0.855,0,-1.0,-1,,,57157,-1,-1.0
14f2fe6abeec3ef42972faee3dca74f3affc05ba7b3aa192f5385d42fb9c2683,-1,1.896,0,-1.0,-1,,,22216,-1,-1.0
150322f38e2f5cceade2108bbcddbe5aca2f5a84c77377ab69e9fb7450eb9e4f,-1,0.0,0,-1.0,-1,,,0,-1,-1.0
15afbb2fe2a9d71eb13b63c6f7415601e6592830ce9c37a9868ea7b9a97beb41,CIV.8.2_1,3.219,2,0.934,50873,6.74286,-7.34436,60729,1,7.0
1629875e9e938a040e9bc73ac257adfc03dd0038415dc068f7dc5dfa9764e53f,CIV.3.1_1,6.159,1,0.0,43918,6.72089,-3.49915,47681,1,7.0
164a8bfde92ca656ff004f1f32c49427c9d01d98d0709bd0f866a7031a1e6a8d,CIV.1.1_1,0.017,1,-1.0,49392,5.37397,-3.96829,49392,1,8.0
17213baca90e7b56a33d010c804d6b07b308b66141a0042c32feb9ea3fc31a45,CIV.10.2_1,0.015,1,-1.0,5491,9.46709,-5.65761,5491,1,8.0
1772ab42076e886efd425d23f756affb777155baecac538f81166eac6ceb9433,CIV.1.1_1,7.48,2,1.734,4910,5.35632,-4.02277,30350,1,8.0
17b86f17a296b4d1bf8055b22f49f351d7c0bb1f71691b84ebb3624298a00bcb,CIV.1.1_1,16.111,1,0.0,37488,5.44491,-4.02405,42524,1,8.0
181d6e7e0d6ac877285265556bb74a893d91d4d94fde5dd16cb00c93516eba6d,CIV.1.1_1,0.035,1,-1.0,1814,5.35316,-4.05623,1814,1,8.0
1892ec0c2b4ec7db5ecdfb7878b2a2c22b2928b760329d22d0905edfb767cf10,CIV.1.1_1,3.664,2,0.16,83642,5.36957,-3.96057,85444,1,8.0
18c30d03e9d9cb7d04b5bb895650dec8700301b4928e1270566e9e282c6fa6c1,-1,0.0,0,-1.0,-1,,,0,-1,-1.0
18c46f7f8d8a0115e4a8dc68bfa95efe84c7d1e2ce9a12281adc7d5c6a4ddb1d,-1,8.936,0,-1.0,-1,,,5039,-1,-1.0
18d49a020223940b5c86aecbda9190b44c946d4274fd9148c4465b626e1c5f85,-1,0.75,0,-1.0,-1,,,1093,-1,-1.0
190e5ce3d4fa89b862b976413c3e4a61aff1702a7bbfda736f83f5d0fa2245c7,CIV.1.1_1,22.312,1,0.0,1522,5.37275,-3.93347,37088,1,8.0
1949d930f1f843bf8f89f4b879b67944da69a71449896e23738b4db79b609701,CIV.1.1_1,3.276,2,1.156,40889,5.34083,-4.11348,65993,1,8.0
1970ba1123bcdaf9fd1aed915887b3d48ed033283e6100cc562558837667f7ce,CIV.1.1_1,2.38,1,0.0,83820,5.30914,-3.98254,86450,1,8.0
1991e8803b4d23ef84446108d1e98c79db40f9c77d18d31fa137f5bc126309d4,CIV.1.1_1,0.248,1,0.0,47283,5.34129,-4.02424,47283,1,8.0
199407ea62cf16682c42f08d58418190c41bccca15838eb4d4d188f6b5b0fbf8,CIV.1.1_1,9.491,1,0.0,1768,5.34908,-4.07111,160737,1,8.0
19a63714334e159543a0d2cd95baf314582f4cb3f99cabeea86ed7c2e39b7277,CIV.1.1_1,31.692,1,0.0,2415,5.31917,-4.09685,91881,1,8.0
1ab02e3559c3f64886697383c8fb6da9a59e7f9b3a43ab7d75388055def24e31,-1,0.64,0,-1.0,-1,,,6581,-1,-1.0
1ab98f139206a11d628561caf6e1e6e933518c41106e2dedaf95e25d2fab27ad,CIV.1.1_1,0.317,2,0.056,70367,5.33661,-4.08142,71949,1,8.0
1ae739fbb6c12874e3505d5f1574264f5d016e797c5ecf233525dcedb0577037,-1,0.0,0,-1.0,-1,,,0,-1,-1.0
1b86c7de7fd138f1ab657c31abf3db912e09cde77e009532a3fcc232acfca112,CIV.1.1_1,65.35,4,5.465,48217,5.44874,-4.05028,211890,1,8.0
1ba64493484a57beeb338325dc5988dbdf8e0e228a10fe466b4fc5d05960612d,CIV.1.1_1,4.104,1,0.0,67286,5.36407,-3.99353,71382,1,8.0
1c306e270735990176361fdb0ce2ced461190fc08e16b12d9eafc104e178407a,-1,0.0,0,-1.0,-1,,,0,-1,-1.0
1c53ac7bf8515ccf9883f6c368e476445aee4b337566ceb6f2b0470879747be2,CIV.1.1_1,0.122,1,-1.0,96049,5.45796,-4.04555,96049,1,8.0
1c5d5558f9ac5c160864b37b2c2ed048012a55e43b7e955725c59828ff695644,-1,0.726,0,-1.0,-1,,,41784,-1,-1.0
1d06e676722f3ef1d2d4ef36c532b1e08adaa93f0e816cad3de9cfa7b2499a0b,CIV.1.1_1,25.502,2,0.346,3483,5.33427,-4.09345,82468,1,8.0
1d2cfa2d72d875a83980650265f26052e1f120bf51e59b524d4441b4b212f985,CIV.1.1_1,7.618,1,0.0,1511,5.34257,-4.00245,167471,1,8.0
1d4e6b56629663c753a99cd0b5fa871ed61c911fdb9bfe4655722a888e167d37,-1,95.823,0,-1.0,-1,,,19332,-1,-1.0
1de84d1239c9cbe848f46b46753ee8511e47000a4c675d14520143b787836acb,-1,602.577,0,-1.0,-1,,,53043,-1,-1.0
1e680f3ae08d7e66faef60d5d870c65a493cb359bdca5cae4916c1141af09f6f,CIV.3.2_1,0.22,1,0.0,8590,5.41749,-3.02988,8590,1,6.0
1ea951493c10a7dcd0e319d74180e60c201d4efff41a5e6f932034517d91f99e,CIV.1.1_1,1.21,1,0.0,1360,5.3506,-3.96461,67207,1,8.0
1eb2ff4aa67f615ff8ffbcf2b50c054aac2fa98aeeff599ef3e34ae94255f5db,CIV.1.1_1,0.0,1,-1.0,22095,5.38605,-3.98254,22095,1,8.0
1eb35a4aa073051b3ee7895ee315e96fb75746de0a6121e99cfaafb36b4e0efe,CIV.8.3_1,0.458,1,0.0,1479,7.40587,-7.5528,1479,1,8.0
1ee5fbc1d25c78d68299cf58f2357e1da79c99326e34d0210ede57205b21c0c3,-1,0.98,0,-1.0,-1,,,2496,-1,-1.0
1f0f3909d0e4f33f47666f3d6f224b276758cb1e09538ee230492611b8a8055c,CIV.1.1_1,0.197,2,0.053,18593,5.44342,-4.04271,20707,1,8.0
1fa677b4eb2d720ab85b734a81ca49f07bb5ac9ded80eb1e5eec98239a2b1f15,CIV.1.1_1,7.591,3,0.17,20205,5.24548,-3.88765,42844,1,8.0
2013fd361cf87eab6b8a5330d042052387bab14651329e28828b9c44c7bf9625,CIV.1.1_1,0.424,1,0.0,1622,5.37463,-3.9335,22179,1,8.0
20a8586db1da4473fe59628e0745f01b141f8f4237d23f5150827af7d2a5e0ee,CIV.7.2_1,3.726,3,1.071,37593,5.3196,-4.38598,48652,1,7.0
20acbc4472d915952d546760f4d34ee27b1eec3f6e047f9d1833cf1f3f12e58e,CIV.1.1_1,121.352,4,8.511,15510,5.32013,-4.0155,42793,1,8.0
212377d9221ad4a1c1481e844778b9fb0c20841394bfef2319f13c8b1907788f,-1,6.608,0,-1.0,-1,,,81964,-1,-1.0
218eaa19bbf2b06bc5abbd31422ff0076b1ff890f7a60625a9d8fc76302256f9,CIV.1.1_1,43.658,1,0.0,16651,5.33871,-4.08832,32465,1,8.0
21e02431c0d9986f97b301ddce280fbc0e1e29059c27470e675e1b8ca8c700c7,CIV.2.2_1,41.398,2,13.511,17631,5.6118,-6.60193,23105,0,6.0
220f3b31fe65fcc4c078b51e61c1f4abdb45f4816708af433c36b788f5ca37e4,CIV.1.1_1,6.913,1,0.0,6422,5.32881,-4.0764,6422,1,8.0
2213f776ff440e58a9a510286a9c484d4801e5eb93c9200d38ae998ada2bb1be,CIV.1.1_1,0.0,1,-1.0,41554,5.30914,-4.0155,41554,1,8.0
22276a0f1a52034961d71f850a4d76ae79f31927902ecc7cf9df2ec9477378b3,CIV.10.2_1,45.581,3,2.923,56034,9.47898,-5.64028,147956,1,8.0
2292874c42ac287b9c50e450bd27576b97e50ada967557cc955b65bc0eeb23ef,CIV.1.1_1,0.0,1,-1.0,9699,5.45197,-4.02649,9699,1,8.0
22a8c823c9f78347bd89763fe4f383fea904ce1ce7927ef5f0c3e24299b62d71,CIV.1.1_1,16.833,1,0.0,2161,5.34023,-4.09772,86034,1,8.0
22bfb572d09641992fab941c8a44a9dca1cb00102cd9f5a016c53d49ab7dad09,CIV.1.1_1,17.649,3,0.18,4002,5.45255,-4.00618,72796,1,8.0
22dccbccd08912e82a94092eac122aedc515a36d50e28bc16c3f159ae3a462ce,CIV.1.1_1,5.075,1,0.0,7160,5.39703,-3.99353,7640,1,8.0
23091f7852644d4e309b5276ea182785d1cb936c4f61c0f4481308e0cf3cb335,CIV.2.1_1,1.248,2,0.077,1661,5.43022,-6.3487,8111,1,4.0
233de69c882f135c78f767ee8c05874f89224b34f22ab449448c8104b064fd98,CIV.1.1_1,6.756,2,1.34,3267,5.39832,-3.97236,27534,1,8.0
2344428dcca7ac750bcc5462bb9421ad5261c70b2a85359eccbe800802fcf9d9,CIV.9.1_1,0.0,1,-1.0,42197,6.90162,-6.40279,42197,0,7.0
23a1e07b66a24768278169d6cc87b71528b2ee55344292f23a283ff26ba1cd40,CIV.1.1_1,0.936,1,0.0,98701,5.3476,-4.0155,98701,1,8.0
23a8a21506c66bd4c89802191a0bd44dc18d3ee0dac629720d0a5d5984abe0cb,CIV.1.1_1,63.235,2,0.051,33125,5.36677,-3.92171,64552,1,8.0
23b89f03347d4a9614a10ff40949a39d0f5832c73579f23e0fe30c29ad4c4547,-1,1.546,0,-1.0,-1,,,15301,-1,-1.0
23c167fdab146a9a9e903ee85968cad112a54d731243007ae268d2d7b35bf835,CIV.1.1_1,45.446,3,2.285,35183,5.38055,-4.00452,71069,1,8.0
23e4d7d06fe08c8c75e2d2183413ba9dff9e3c1d312edb7ff40f660a114f36f1,CIV.1.1_1,51.686,1,0.0,29396,5.35022,-3.88047,67300,1,8.0
2424bd63448af9cb08a9b22d5bbdff989af7094459bc86e493cdf9f94cb37f38,CIV.1.1_1,31.596,1,0.0,24822,5.41351,-3.97156,63288,1,8.0
24377031ac8c61c1cc4c61046ff2dfd8f4413395ea18fe2a3d265fde6215347d,CIV.1.1_1,0.0,1,-1.0,3950,5.39883,-3.99352,3950,1,8.0
253202a13d048409d412cd2187c4720410abd912ae0209a28e8e6dbfadeaed3b,CIV.1.1_1,0.0,1,-1.0,25756,5.28168,-3.97156,25756,1,8.0
253e40f98c91390ee984242890d61041d1b212c202033783c11f32fd27591a89,CIV.3.2_1,0.681,2,0.106,5858,5.39351,-3.40265,12955,0,7.0
264d176bd4d4152feb46bc8c22c5bca4f84c25f14880e4a50b617ea297da8d05,CIV.1.1_1,8.078,2,2.301,17951,5.35632,-4.02277,32463,1,8.0
26df37f96fdd3b94d1bd4d5d0503d9815525baf42fab9e8e68d71e158b516503,-1,107.776,0,-1.0,-1,,,128643,-1,-1.0
273d42a30ef9305482058b28b0749766d7abd06c855c9ecf768016f5a9081421,-1,0.503,0,-1.0,-1,,,64238,-1,-1.0
27720d6fa1b72441ddcf7186a04b1834ef40e6268c92372864150d88dc369e3c,-1,8.835,0,-1.0,-1,,,84281,-1,-1.0
27ae2581775a06c01b66aa0e843564b447db5a5d396eae323d3b7d96872fb883,CIV.9.2_1,12.132,2,0.432,28983,7.034,-5.52063,48178,1,7.0
27d1497ade37a665e9a3c49102549444947ecb0081e1d178cfb3960e1e9da7f0,CIV.1.1_1,6.736,1,0.0,78649,5.35309,-3.99353,81932,1,8.0
27d1c050fb24aa2ff069d2446c04862811582683f0d3e7b014866b6afc449054,CIV.1.1_1,79.015,2,1.466,25271,5.35309,-4.10339,47518,1,8.0
28040786c7e6ade084250168a250018ef0161ef0c5d10cb7b758f76b0063b67e,-1,14.761,0,-1.0,-1,,,2730,-1,-1.0
28158f47b75eb4650c9eb13d2ef6479784a8705c626ea5680f42892f541a7d63,-1,11.307,0,-1.0,-1,,,23800,-1,-1.0
288593ac87640846f27c0833ff5c59f5f773972291bddd33870571328c1b0109,CIV.1.1_1,4.745,2,0.079,12023,5.29906,-3.95331,75737,1,8.0
288918b0ba747b16107fc5d0a97919f219a766c778bdfcf47c5c416d8f4381ec,CIV.9.1_1,28.693,2,16.896,5446,6.90053,-6.23349,15570,1,6.0
288abc261484f8b90b7188f9cee38e5a90ecc30f2aa191b97e7f93a3c36511ba,CIV.1.1_1,13.816,2,3.876,49736,5.3476,-4.04846,53195,1,8.0
28c659f20af9e5713898d846249ea2441d6a992346b007242bf9ffba67769ac4,CIV.1.1_1,32.634,2,0.226,45409,5.3421,-4.02649,99263,1,8.0
28d7cb57799496d2c9ab877b566a571321b8c1566d6f0720160772ad48202078,-1,5.324,0,-1.0,-1,,,39838,-1,-1.0
29a6582374eca4b691a1be16f2e93bee75ef880eabfbfe9d19f5f0be8c889672,CIV.1.1_1,4.486,1,0.0,17807,5.34569,-4.06538,22001,1,8.0
2a3f67d60f7083d3455d10bbf8affb735b912d8e688db02a01e886404c04c87b,-1,2.271,0,-1.0,-1,,,2082,-1,-1.0
2a8b51c6aa681b49d6fd961297afee409f61b43651b7b40379880492ed9508d5,CIV.1.1_1,35.439,2,11.156,66683,5.37506,-3.96057,93035,1,8.0
2abc07a9b7fe0dae38f0a8297e2b2afc35c7ca2b1c33f62f52f1dfd488a0f563,-1,0.0,0,-1.0,-1,,,0,-1,-1.0
2b1d9158bafe320c8700bd5102adef0679ceaa4a76964552f8de4468cea9cb52,CIV.1.1_1,15.667,1,0.0,32421,5.32498,-4.24945,35453,1,6.0
2b9a1031b1da164781ecb26635344acf262ad6b288596bee054a93ae68e27cc5,CIV.1.1_1,0.0,1,-1.0,23970,5.33661,-3.94958,23970,1,8.0
2bca48ac1235b84f601bb4174df4188ce3a737ec675149d26e5b6f23384c2e49,CIV.1.1_1,0.246,1,0.0,5740,5.37359,-3.94892,25827,1,8.0
2c144af9282e0818f5864b5f4c3feeb67621f3998660682bfde514bf8a616836,CIV.5.2_1,0.033,1,-1.0,92565,5.86752,-5.68779,92565,1,7.0
2c1a166621df0ec7a22abab4baa12716e2d34cf2f0848a1608a000a830f8904d,CIV.1.1_1,33.437,1,0.0,1351,5.33244,-4.05527,87144,1,8.0
2c5b03a2f41c642f67a56a9c7f3353aba748119d82fcce1c2de34dbb7a07c586,CIV.7.3_1,3.453,2,0.4,23969,6.11939,-3.85502,57578,1,7.0
2c75e70f2ad5c203c6bb5f1f1736c365f78573a9da1a27db5378445ae9a6a1b9,-1,0.0,0,-1.0,-1,,,0,-1,-1.0
2cc97f01e8dba07849e9ca787fb0b19915ab08e25f269a23148e17b295fa7466,CIV.10.1_1,0.967,1,0.0,11354,10.35572,-6.2406,38254,1,5.0
2ce97782103ed43e44f44fd23364ca5d068a56f740ccb7cc4b6aed6f4db752f6,CIV.1.1_1,0.125,1,0.0,20112,5.30853,-4.09146,20112,1,8.0
2dc3569c3b68d573e0b5b49d235a243836c0dbb8eca5f0861406e339d2cc362b,CIV.1.1_1,25.378,3,3.652,49841,5.39154,-3.98254,60823,1,8.0
2dcccbde9c5baa4820ffe008872c373e8587f22dda361c9e5ee10bb5ea1a3a70,CIV.13.1_1,0.839,1,0.0,3716,6.81171,-5.26126,38218,1,8.0
2dfc7a8ec129fb308e74ca146377dca68a619d84405c82525664e4d9ea4d0bbf,CIV.1.1_1,0.528,1,0.0,67137,5.29816,-3.96057,67137,1,8.0
2e267dac8ab05564c7245d10e308494b67a57b76029849b06454ed0cc911f1ee,CIV.8.3_1,1.831,1,0.0,14488,7.42279,-7.55466,58142,1,8.0
2e354179b504ff92433aef1333af095ad68c0d866b9919b48f338b5853d9d168,CIV.1.1_1,8.444,3,0.35,31346,5.31825,-4.11215,64087,1,8.0
2e774498d98ad7f15a9c296a050003b436c083cd52c5fd2a110638199bec6545,CIV.1.1_1,156.183,1,0.0,7188,5.34792,-4.02393,104892,1,8.0
2eabe37f1b9cb18eba6d2812588513421e8401639d15a1152bde3c598d668599,CIV.11.1_1,6.626,1,0.0,6658,7.70625,-5.02687,13240,1,8.0
2f43b536356fd4a9f2df89183d439c1efb1eccd2e3536e022e74a9ac8f67d1f3,-1,5.42,0,-1.0,-1,,,232446,-1,-1.0
3068477ec21a565d294e5cff356fa85a3d7c8f6aad6efbb646c36650ae7a3d7f,CIV.1.1_1,2.252,2,0.512,74384,5.36957,-3.94958,76264,1,8.0
3105a0b2a7756fe12a04db2b5adc7d4ec6fd275897f2191538c34d3a7c4cc459,-1,14.11,0,-1.0,-1,,,82639,-1,-1.0
311b19f26cd54d4a89ef33e8f8e5ef7e2e9931b30c3f8ca235aea5a2e74d2a5d,CIV.1.1_1,4.201,1,0.0,32439,5.36227,-4.01124,87600,1,8.0
315dcc9b19e8012e60b2f00d22fbdc40cfae3c2ce2a1d40d099a16a4522008ef,CIV.1.1_1,10.381,1,0.0,6092,5.3735,-3.95772,30713,1,8.0
321152746005c03a65648ef51e45f442dc81d1341aec3c77d7541b4bb6e32c3b,CIV.1.1_1,0.987,2,0.321,66823,5.28708,-3.98243,80354,1,8.0
32c7bf904d5175f5fc2a6e1f46640b4459b2a4c9ad03c18f23bc1108aa4a8730,-1,193.348,0,-1.0,-1,,,31616,-1,-1.0
32d221a36f3440292125bc70f1afad7e1d46a41a6c149259c032801474f6338e,-1,0.579,0,-1.0,-1,,,1797,-1,-1.0
32ea1a076c990021a292bbebc030d8b5e87f30b905133967e5c828ac1a301ac3,CIV.1.1_1,11.198,2,2.218,46248,5.33112,-4.09241,54597,1,8.0
330f7695160ee4f8675cacc5e34dbb5fdb3f6e9b209a0838867aa860860a3ba9,CIV.7.1_1,0.272,1,0.0,3948,5.89421,-4.82484,3948,1,6.0
33191aade176ad7824a3fb25b0436eb32aa597a21e775225bbaf7aa4a1ec1f3d,CIV.1.1_1,0.0,1,0.0,1899,5.39721,-4.01305,1899,1,8.0
332b8eeb2dd5b97c5b3d3afc4a21e9c022d032fb02f10c89b72924d9759539be,CIV.1.1_1,1.474,1,0.0,22212,5.36034,-3.94252,27300,1,8.0
